title,body,date,url,source,image,compound
"The rules for The company, Zip and other 'buy now, pay later ...","More credit checking. The changes to the Credit Act will require all buy now, pay later providers to hold an Australian Credit Licence, like other credit...",2023-05-24,https://theconversation.com/the-rules-for-afterpay-zip-and-other-buy-now-pay-later-providers-are-changing-what-it-means-for-you-and-them-206184,The Conversation,https://audiospace-1-u9912847.deta.app/getnewspic?id=SAj4yfRhoSiOTSpHKVgq1701422311.3887846,0.004762689749999993
The company Expands Into Europe,"With this acquisition, Afterpay is able to expedite its expansion into Europe and capitalize on a market primed for ""Buy Now, Pay Later"" (BNPL) services. Today,...",2020-08-24,https://www.prnewswire.com/news-releases/afterpay-expands-into-europe-301116816.html,PR Newswire,https://audiospace-1-u9912847.deta.app/getnewspic?id=Xz0q2WuVUmWK0oK5NzZI1701422311.4420547,0.137689844
The company's $29 bln buyout by Block set to close after Spain nod,"Afterpay's $29 bln buyout by Block set to close after Spain nod ... Jan 12 (Reuters) - Australian buy now, pay later firm Afterpay Ltd (APT.AX) said on Wednesday...",2022-01-11,https://www.reuters.com/technology/afterpays-29-bln-buyout-by-block-set-close-after-spain-nod-2022-01-11/,Reuters,https://audiospace-1-u9912847.deta.app/getnewspic?id=gZDIwJTIEfyoWTetJSeP1701422311.6478002,0.018137809249999998
The company Expands Service to Largest Online Brands,"Afterpay Expands Service to Largest Online Brands. Consumers can now use popular BNPL service at Amazon, CVS, Dell, Kroger, Macy's, Nike, Nordstrom, Nordstrom...",2021-06-23,https://www.prnewswire.com/news-releases/afterpay-expands-service-to-largest-online-brands-301318216.html,PR Newswire,https://audiospace-1-u9912847.deta.app/getnewspic?id=yVVmZZBlSQLmBdBx6VW11701422311.8022377,0.06680131733333333
Square investors approve $29 bln buyout of The company,Square investors approve $29 bln buyout of Afterpay ... Nov 4 (Reuters) - Square Inc (SQ.N) shareholders have approved the issuance of new shares for the U.S....,2021-11-03,https://www.reuters.com/technology/square-investors-approve-29-bln-buyout-afterpay-2021-11-03/,Reuters,https://audiospace-1-u9912847.deta.app/getnewspic?id=NkZUTmJhmicmhmNZ8ySs1701422311.860854,0.29284743550000003
The company Drops Designer NFT “Keys” to New York Fashion Week,"Each NFT will retail for $100 and, for the first time, Afterpay will allow consumers to purchase the NFTs by splitting the payment into four interest-free...",2022-08-23,https://www.businesswire.com/news/home/20220823005137/en/Afterpay-Drops-Designer-NFT-%E2%80%9CKeys%E2%80%9D-to-New-York-Fashion-Week,Business Wire,https://audiospace-1-u9912847.deta.app/getnewspic?id=w204RuutsfDdDiNOnsbf1701422311.9662383,0.08873496075
Jack Dorsey's Block ends The company smartphone tie-up with ...,"Since Block's $29 billion buyout earlier this year, buy-now-pay-later star Afterpay said it decided to integrate its products with its new owner's ""ecosystem""...",2022-08-25,https://www.reuters.com/technology/jack-dorseys-block-ends-afterpay-smartphone-tie-up-with-australias-westpac-2022-08-26/,Reuters,https://audiospace-1-u9912847.deta.app/getnewspic?id=2LsUHL4su2Ad7PhfHXWH1701422312.0642788,-0.085642117
Runway success: Porsche at The company Australian Fashion ...,"Runway success: Porsche at Afterpay Australian Fashion Week 2023 ... Porsche Cars Australia has celebrated cutting-edge design, sustainability and innovation...",2023-05-18,https://newsroom.porsche.com/en_AU/2023/lifestyle/Porsche-X-Afterpay-Australian-Fashion-Week-2023-32385.html,Porsche Newsroom,https://audiospace-1-u9912847.deta.app/getnewspic?id=GwyZ01kM7GeJuaDSlSHE1701422312.1624858,0.610333641
"Block, formerly Square, completes acquisition of The company","The news: Block (formerly Square) completed its acquisition of Australia-based buy now, pay later (BNPL) firm Afterpay and made it available to its online...",2022-02-02,https://www.businessinsider.com/block-formerly-square-completes-acquisition-of-afterpay-2022-2,Business Insider,https://audiospace-1-u9912847.deta.app/getnewspic?id=r7wWjMjJRorn4HLveyz21701422317.6170933,0.09970696025
The company adds Asia to expansion plans as online shopping ...,"With nearly 10 million active customers and competition building, Afterpay set it sights on Asia with the acquisition of a Indonesia-focused but Singapore-based...",2020-08-26,https://www.reuters.com/article/us-afterpay-results-idUSKBN25M2RW,Reuters,https://audiospace-1-u9912847.deta.app/getnewspic?id=gPf7PWDVIMeZtE6oZQBj1701422317.715667,0.0
The company Teams With Westpac To Offer Banking Services,"Afterpay Teams With Westpac To Offer Banking Services ... Australia's Westpac Group is partnering with buy now, pay later (BNPL) firm Afterpay to introduce its...",2020-10-20,https://www.pymnts.com/news/banking/2020/afterpay-teams-with-westpac-to-offer-banking-services/,PYMNTS.com,https://audiospace-1-u9912847.deta.app/getnewspic?id=MvcWoAdls2m7WMFIaPmk1701422317.8073714,0.023194955999999996
The company Reports Record Sales of $10B in First Half 2021,"Afterpay Income Margin as a percentage of Underlying Sales in H1 FY21 remained stable on pcp at 3.8%, as Afterpay continues to broaden its global merchant...",2021-02-25,https://www.prnewswire.com/news-releases/afterpay-reports-record-sales-of-10b-in-first-half-2021-301235355.html,PR Newswire,https://audiospace-1-u9912847.deta.app/getnewspic?id=2KwEaUwGAj7WCTSnkWRA1701422317.9080303,0.06121284966666666
The company delays vote on $29 bln buyout as Square awaits ...,Afterpay delays vote on $29 bln buyout as Square awaits Spain's nod ... Dec 2 (Reuters) - Afterpay Ltd (APT.AX) will delay a shareholder meet to approve Square...,2021-12-01,https://www.reuters.com/business/finance/australias-afterpay-delays-meeting-vote-square-deal-2021-12-01/,Reuters,https://audiospace-1-u9912847.deta.app/getnewspic?id=PUNJKqseS064gCMuaNmr1701422317.9921346,-0.07917739700000001
The company Touch Group Limited is pleased to announce a ...,"ATG comprises the Afterpay and Pay Now (Touch) services and businesses. Afterpay is driving retail innovation by allowing leading retailers to offer a 'buy now,...",2019-11-12,https://www.prnewswire.com/news-releases/afterpay-touch-group-limited-is-pleased-to-announce-a-business-update-for-the-period-ended-31-october-2019-300957001.html,PR Newswire,https://audiospace-1-u9912847.deta.app/getnewspic?id=yQTdYXt5aMWd6PWwzuGA1701422318.113284,0.13993243125
Rakuten and The company Partner to Let Shoppers Stack Cash ...,"Shoppers enrolled with Rakuten and Afterpay who make purchases from participating merchants like MAC Cosmetics, Crocs, Ulta Beauty, Urban Outfitters,...",2021-12-06,https://www.prnewswire.com/news-releases/rakuten-and-afterpay-partner-to-let-shoppers-stack-cash-back-rewards-with-buy-now-pay-later-301437291.html,PR Newswire,https://audiospace-1-u9912847.deta.app/getnewspic?id=44ImSU7MXoCbVM2mTDnv1701422318.1933572,0.10003139133333334
The company Introduces Apple Pay for In-Store Payments,"Share this article ... SAN FRANCISCO, July 14, 2020 /PRNewswire/ -- Afterpay, the leader in ""Buy Now, Pay Later,"" today announced that its customers can now use...",2020-07-14,https://www.prnewswire.com/news-releases/afterpay-introduces-apple-pay-for-in-store-payments-301092774.html,PR Newswire,https://audiospace-1-u9912847.deta.app/getnewspic?id=VFFRwSoo3Gw1gklZUShU1701422318.2674499,0.10025308
The company Now Offers Monthly Payment Options,"The Afterpay monthly payment solution is available to qualified consumers on purchases between $400 and $4,000 with six- and 12-month repayment options. The...",2022-10-06,https://www.subscriptioninsider.com/topics/finance/afterpay-now-offers-monthly-payment-options,Subscription Insider,https://audiospace-1-u9912847.deta.app/getnewspic?id=bmyhWzsDrOZ4BsUlkSzS1701422318.352341,0.017383500999999996
"Block completes acquisition of ""buy now, pay later"" specialist The company","Conversely, it also plans to give new and existing Afterpay customers the option to begin managing their instalment payments through the CashApp platform.",2022-02-01,https://www.zdnet.com/finance/block-completes-acquisition-of-buy-now-pay-later-specialist-afterpay/,ZDNet,https://audiospace-1-u9912847.deta.app/getnewspic?id=O3liTjclkA1ytJKeA6XM1701422316.8002527,0.09528949675
"The Hidden Cost to Buy-now, Pay-Later Apps","Muscolino also notes that using Afterpay might not be as free as it seems, as the cost might be built into the cost of the item. SFGATE reports that the apps...",2022-05-09,https://news.northeastern.edu/2022/05/09/hidden-cost-to-afterpay/,Northeastern Global News,https://audiospace-1-u9912847.deta.app/getnewspic?id=EAaXDdAqmRqLKtkXt4Md1701422316.875412,-0.071533022
The company Announces Full Year Results,"SAN FRANCISCO, Aug. 27, 2020 /PRNewswire/ -- Afterpay (ASX:APT), the leader in Buy-Now, Pay-Later payments, announced today its results for the full year...",2020-08-27,https://www.prnewswire.com/news-releases/afterpay-announces-full-year-results-301119541.html,PR Newswire,https://audiospace-1-u9912847.deta.app/getnewspic?id=4miETa0zRHznKKyn7pDz1701422316.984406,0.152059727
"What The Square The company Deal Means For BNPL, FinTech ...","The acquisition is an opportunity for both Square and Afterpay to scale a two-sided, multichannel payments, commerce and financial services ecosystem that also...",2021-08-09,https://www.pymnts.com/news/payments-innovation/2021/what-the-square-afterpay-deal-means-for-bnpl-fintech-bigtech-and-banks/,PYMNTS.com,https://audiospace-1-u9912847.deta.app/getnewspic?id=9UdPM5XoFHumZI53TGi61701422317.079447,0.117922934
"Many young people prefer ‘buy now, pay later’ to credit cards—here’s why","From Klarna to Affirm to Afterpay, various “buy now, pay later” services are popping up as a popular alternative to traditional credit cards, especially among...",2022-10-27,https://www.cnbc.com/2022/10/27/gen-z-and-millennials-prefer-buy-now-pay-later-services.html,CNBC,https://audiospace-1-u9912847.deta.app/getnewspic?id=ku9d34sz8r0KCDld31WH1701422317.1568854,0.24536786000000002
Exclusive: Australia's BNPL boom pushes identity theft to ...,"... Afterpay and Zip is seen in a store window in Sydney, Australia, July 9 ... Australia is a global pioneer in buy-now-pay-later (BNPL) retail financing and home to...",2021-02-08,https://www.reuters.com/article/us-australia-bnpl-fraud-exclusive-idUSKBN2A906Q,Reuters,https://audiospace-1-u9912847.deta.app/getnewspic?id=2iZBYsbNXxAfDnUidt7n1701422317.2279506,0.23843928699999997
PetSmart® Launches Omnichannel Partnership with Buy Now ...,"Afterpay is the leading payment solution offered by nearly 100,000 of the world's favorite retailers with nearly 20 million customers in North America alone3.",2021-09-15,https://www.prnewswire.com/news-releases/petsmart-launches-omnichannel-partnership-with-buy-now-pay-later-leader-afterpay-301377357.html,PR Newswire,https://audiospace-1-u9912847.deta.app/getnewspic?id=4hV4YjpAEzKlCZQZroXe1701422317.3184583,0.467771937
The company nearly doubled its sales last financial year - and ...,The company said its underlying annual sales now sit at $24 billion based on the current run rate from Q4 FY21. Underlying sales were up 102% in FY21 on a...,2021-08-25,https://www.startupdaily.net/topic/asx/afterpay-sales-double-fy21-losses-up-by-600/,Startup Daily,https://audiospace-1-u9912847.deta.app/getnewspic?id=PR3JRFDyvLUntvNwdZQD1701422317.3974097,0.014223894999999993
The company global users surpass 11 million,"With Afterpay facing big expectations to maintain rapid growth rates, it said active global customers hit 11.2 million, up 98 per cent on the year to the end of...",2020-10-28,https://www.afr.com/companies/financial-services/afterpay-global-users-surpass-11-million-20201028-p56983,AFR,https://audiospace-1-u9912847.deta.app/getnewspic?id=00mqe4nyQrQU7aPq0I7y1701422317.47821,0.827617738
The company Elevates the Next Generation of Designers at NYFW ...,"The Afterpay Xperience will feature show viewing parties, runway-inspired photo moments, a customization station for deadstock garments, a fashion cafe hosted...",2023-01-31,https://www.businesswire.com/news/home/20230131006030/en/Afterpay-Elevates-the-Next-Generation-of-Designers-at-NYFW-The-Shows-This-February,Business Wire,https://audiospace-1-u9912847.deta.app/getnewspic?id=AAqQ5HGlClTM44sWdzpp1701422320.9251351,0.467771937
The company Now Available at DICK'S Sporting Goods Just In Time ...,"Share this article ... NEW YORK, Dec. 14, 2021 /PRNewswire/ -- Afterpay (ASX:APT), the leader in ""Buy Now, Pay Later"" (BNPL) payments, today announced its latest...",2021-12-14,https://www.prnewswire.com/news-releases/afterpay-now-available-at-dicks-sporting-goods-just-in-time-for-the-holiday-season-301444362.html,PR Newswire,https://audiospace-1-u9912847.deta.app/getnewspic?id=7czHBzTxBL88F2d3kNZs1701422321.2062457,0.471180982
The company and The company Soar as Customers Buy Into Paying Later,"Afterpay and Affirm — along with competitors like Sezzle, Klarna and Zip — are only beginning to push into territory long dominated by credit cards, which...",2021-10-01,https://www.nytimes.com/2021/09/03/your-money/buy-now-pay-later-afterpay-affirm-amazon-square.html,The New York Times,https://audiospace-1-u9912847.deta.app/getnewspic?id=TMqm1KvFUDzEsMqyuQTo1701422321.5735698,0.238216828
PayPal Australia takes on The company with no-late fee 'buy now ...,"The U.S. company's interest-free BNPL option in Australia, known as ""PayPal Pay in 4"", launched last month, has lowered its minimum purchase value to A$30 ($...",2021-07-13,https://www.reuters.com/technology/paypal-australia-takes-afterpay-with-no-late-fee-buy-now-pay-later-offer-2021-07-13/,Reuters,https://audiospace-1-u9912847.deta.app/getnewspic?id=egBf0iSTOdZqk2wLFxi21701422321.8215165,0.060329786999999996
The company posts huge loss as bad debts mount,"Save articles for later ... Buy now, pay later giant Afterpay has recorded a huge blowout in its half-year losses after a surge in bad debts and other operating...",2022-04-12,https://www.smh.com.au/business/banking-and-finance/afterpay-posts-huge-loss-as-bad-debts-mount-20220412-p5acvr.html,The Sydney Morning Herald,https://audiospace-1-u9912847.deta.app/getnewspic?id=yWfqR0Ytk9R7M7a3qa4D1701422322.0005949,-0.5021951466
"BNPL's The company, The company, Klarna Face Competition From Apple ...","A battle is brewing in the buy now, pay later space between Affirm, Klarna, and Afterpay and big players like Apple and PayPal ... An curved arrow pointing right.",2021-07-16,https://www.businessinsider.com/bnpl-affirm-afterpay-klarna-face-competition-apple-paypal-banks-2021-7,Business Insider,https://audiospace-1-u9912847.deta.app/getnewspic?id=mGnpmArtCvpXCOnukwNV1701422322.1548014,-0.246694564
"Australia shares hit record high on boost from The company, banks","... Afterpay and the 'Big Four' banks doing much of the heavy lifting. The benchmark S&P/ASX 200 index closed up 0.4% at a record high of 7,538.4. It gained...",2021-08-06,https://www.reuters.com/article/australia-stocks-close/australia-shares-hit-record-high-on-boost-from-afterpay-banks-idUSL4N2PD1C6/,Reuters,https://audiospace-1-u9912847.deta.app/getnewspic?id=ih70Rutyrg51d2ZP0BbI1701422322.2514398,0.21325144420000003
"‘Criminals love buy now, pay later’: How fraudsters exploit popular interest-free payment plans",Afterpay said managing fraud was a “top priority” for the company and that losses as a result of fraud accounted for less than 1% of its global sales in the...,2021-11-18,https://www.cnbc.com/2021/11/18/criminals-exploit-buy-now-pay-later-services-like-klarna-and-afterpay.html,CNBC,https://audiospace-1-u9912847.deta.app/getnewspic?id=hwHTP6uPH2qOhOWR2Qn81701422322.356156,0.08887610900000001
Australia's The company seeks independent chair in management ...,The pioneer in buy-now-pay-later consumer lending also said independent director Elana Rubin will become interim chair until it fills the new role of...,2019-07-01,https://www.reuters.com/article/us-afterpay-touch-ceo-idUSKCN1TW41X/,Reuters,https://audiospace-1-u9912847.deta.app/getnewspic?id=a8GVYIrlHFEKqDp0ctna1701422322.442002,0.027957493
The company Announces In-store Capabilities,"Afterpay shoppers are now able to use the payment option in stores including Forever 21, Finish Line, JD Sports, Levi's, Skechers, Fresh, APL, Solstice...",2020-10-13,https://finance.yahoo.com/news/afterpay-announces-store-capabilities-150013665.html,Yahoo Finance,https://audiospace-1-u9912847.deta.app/getnewspic?id=kmFdCR0QNEF26LtsF0xJ1701422320.275455,0.881294943
Payments giant Mastercard chases The company success with global BNPL products,"Save articles for later ... Payments giant Mastercard will launch new technology allowing banks around the world to offer buy now, pay later (BNPL) products, in a...",2021-09-28,https://www.smh.com.au/business/banking-and-finance/payments-giant-mastercard-chases-afterpay-success-with-global-bnpl-products-20210928-p58vet.html,The Sydney Morning Herald,https://audiospace-1-u9912847.deta.app/getnewspic?id=8IqZfIlUOmBSSxRnApI21701422320.47057,0.44964726099999996
The company Selects San Francisco as its North American ...,"Based in the 11-story landmark Phelan Building at 760 Market Street, Afterpay's new North American headquarters is situated between the technology and retail...",2021-05-26,https://www.prnewswire.com/news-releases/afterpay-selects-san-francisco-as-its-north-american-headquarters-301299535.html,PR Newswire,https://audiospace-1-u9912847.deta.app/getnewspic?id=1ebyxrHZ99ujUOYAtsMl1701422320.689114,0.289701948
"Klarna, The company, The company Face Scrutiny Over Credit Business","Companies such as Afterpay and its main competitors, Klarna and Affirm, often attribute their phenomenal growth to widespread distrust and dislike of credit...",2022-07-28,https://www.bloomberg.com/news/features/2022-07-28/klarna-affirm-afterpay-face-scrutiny-over-credit-business,Bloomberg.com,https://audiospace-1-u9912847.deta.app/getnewspic?id=KiLneHz5cRAl0TP9IxAu1701422320.7492595,0.08596940366666667
"Rite Aid and The company Partner to Offer 'Buy Now, Pay Later' on ...",Rite Aid will offer Afterpay on purchases made online at www.RiteAid.com and plans to roll out its flexible payment option in stores nationwide in the coming...,2022-05-03,https://www.businesswire.com/news/home/20220503005184/en/Rite-Aid-and-Afterpay-Partner-to-Offer-%E2%80%98Buy-Now-Pay-Later%E2%80%99-on-Everyday-Items,Business Wire,https://audiospace-1-u9912847.deta.app/getnewspic?id=pECgX6Uy3XJeWj3QRYOb1701422320.8218207,0.22864931700000002
Australia's The company to launch banking app in October,"By Nikhil Nainan. (Reuters) -Afterpay Ltd will launch its banking app in October to widen its offerings beyond buy now, pay later (BNPL) services for its...",2021-07-19,https://au.finance.yahoo.com/news/afterpay-begins-trial-run-money-233501588.html,Yahoo Finance,https://audiospace-1-u9912847.deta.app/getnewspic?id=ICFgKAp11Z7J5reGUq481701422320.868126,0.0
"Pub now, pay later: The company’s move into Australian dining venues sparks debt concerns","Afterpay would only be available on food and beverage purchases at Australian Venue Co's venues, and not for any purchases in gaming rooms or any area where...",2021-11-08,https://www.theguardian.com/australia-news/2021/nov/09/pub-now-pay-later-afterpays-move-into-australian-dining-venues-sparks-debt-concerns,The Guardian,https://audiospace-1-u9912847.deta.app/getnewspic?id=oFsTuFv1DtZlBpb8u5Cj1701422320.9211378,-0.0879525824
Gap Inc. and The company Announce New Partnership In Time for ...,"Share this article ... SAN FRANCISCO, Nov. 11, 2020 /PRNewswire/ -- Afterpay (ASX:APT), the leader in ""Buy Now, Pay Later"" payments, announced today that it has...",2020-11-11,https://www.prnewswire.com/news-releases/gap-inc-and-afterpay-announce-new-partnership-in-time-for-holiday-shopping-301170700.html,PR Newswire,https://audiospace-1-u9912847.deta.app/getnewspic?id=j3IyHhPW8HoydL6xcvyH1701422320.9847076,0.295371826
The company's late fees make up 24pc of its income,Afterpay reported that it earned 24.4 per cent of its income from late fees — and 75.6 per cent from merchant fees (charging retailers commission for each sale)...,2018-08-23,https://www.abc.net.au/news/2018-08-24/afterpay-late-fees-24pc-income-asic-loophole-credit/10156902,ABC,https://audiospace-1-u9912847.deta.app/getnewspic?id=ZE5Qv3bDItsEapnrWZ1O1701422321.032154,0.1605815765
"What Are The company, The company, Klarna and PayPal Pay in 4? How ...","With Klarna and AfterPay, you get your goods right away and then pay for them over four installment payments: one when you check out and typically every other...",2022-02-18,https://www.cnet.com/personal-finance/loans/affirm-klarna-afterpay-and-more-buy-now-pay-later-plans-explained/,CNET,https://audiospace-1-u9912847.deta.app/getnewspic?id=PNAGgaLYUkjQUKKLjkKW1701422320.2898202,0.10025308
The company Introduces New Advertising Solutions,"With Afterpay Ads, brands can place featured ads across the Afterpay app and amplify merchant promotions, products and offers on a pay-for-performance model.",2021-08-24,https://www.prnewswire.com/news-releases/afterpay-introduces-new-advertising-solutions-301361282.html,PR Newswire,https://audiospace-1-u9912847.deta.app/getnewspic?id=0wwhsLl80tKnEEJTcweq1701422320.3489738,0.378856345
After integrating The company with Square Cash App and Seller ...,"After integrating Afterpay with Square Cash App and Seller ecosystems, in-store sales are up 384% · Square is bringing Afterpay to in-store purchases, making it...",2022-06-14,https://tearsheet.co/online-lenders/after-integrating-afterpay-with-square-cash-app-and-seller-ecosystems-in-store-sales-are-up-384/,Tearsheet,https://audiospace-1-u9912847.deta.app/getnewspic?id=e4Efy0XyabiAPnti3JvA1701422320.4402373,0.117922934
"'Buy now, pay later' stars like The company, Zip don't need regulation, Senate inquiry into fintech says","Key points: · A Senate inquiry has handed down an interim report into the fintech sector, looking at ""buy now, pay later"" operators like Afterpay and Zip...",2020-09-02,https://www.abc.net.au/news/2020-09-03/buy-now-pay-later-regulation-fintech-senate-inquiry/12614068,ABC,https://audiospace-1-u9912847.deta.app/getnewspic?id=kzxkhpx9oFHvIDQXbgy61701422320.7029438,0.09198221137500003
The company Rewards On-Time Payments with New Loyalty Program,"Share this article · No payment up front on eligible purchases · Ability to shop with 50 top retailers like Sephora, Macy's and West Elm, and pay in four...",2020-07-23,https://www.prnewswire.com/news-releases/afterpay-rewards-on-time-payments-with-new-loyalty-program-301098545.html,PR Newswire,https://audiospace-1-u9912847.deta.app/getnewspic?id=KA0VTAOCBhatOCtwNky11701422320.7988493,0.6354852446666667
How Cash App Plans to Become a Super App — and Use ...,"Block's Cash App is integrating with Afterpay, the recently acquired the buy now, pay later service. Part of that: prequalifying all 80 million Cash App users...",2022-05-19,https://www.businessinsider.com/block-how-cash-app-plans-to-become-super-app-2022-5,Business Insider,https://audiospace-1-u9912847.deta.app/getnewspic?id=1lkgdg7TVg5I19qqmiau1701422320.9004066,0.55044903
The company co-founders take home record $264m as Australian executive pay bounces back,"The two chief executives of buy now, pay later (BNPL) company Afterpay, Anthony Eisen and Nick Molnar, shared a record $264m pay packet last year as...",2022-07-12,https://www.theguardian.com/australia-news/2022/jul/13/afterpay-co-founders-take-home-record-264m-as-australian-executive-pay-bounces-back,The Guardian,https://audiospace-1-u9912847.deta.app/getnewspic?id=tW1ppFThHf5BPL2hdzBK1701422320.9627213,0.1484331156
Australia's The company defers raising $21 million until watchdog ...,(Reuters) - Australian buy-now-pay-later company Afterpay Touch Group said on Wednesday it is halting a $21 million capital raising as it waits to receive...,2019-06-25,https://www.reuters.com/article/us-afterpay-touch-probe/australias-afterpay-defers-raising-21-million-until-watchdog-ordered-audit-idUSKCN1TR00X/,Reuters,https://audiospace-1-u9912847.deta.app/getnewspic?id=6bf1kYghOMkhic9UEyjf1701422321.054348,-0.085642117
Is Square's The company Acquisition Worth the Cost?,The $29 billion purchase is a big bet for the fintech giant. ×. Huge news came out a month ago when fintech company Square (SQ -0.20%) announced plans to...,2021-09-05,https://www.fool.com/investing/2021/09/05/does-squares-acquisition-of-afterpay-make-sense/,The Motley Fool,https://audiospace-1-u9912847.deta.app/getnewspic?id=c7T8lQau8BCOfzFiSb9Y1701422321.1197844,0.3116236816666667
How to get $200 cash back from The company,"You would have to pay the full amount of the bill upfront, access the Money app and use Retro to get the $200 back before paying the installments.",2021-09-21,https://au.finance.yahoo.com/news/how-to-get-200-cash-back-from-afterpay-002411892.html,Yahoo Finance,https://audiospace-1-u9912847.deta.app/getnewspic?id=03KmTFo5dGGQuLPhJqYc1701422320.4333413,0.023194955999999996
The company gets shareholder nod for Block Inc buyout; majority of ...,Afterpay gets shareholder nod for Block Inc buyout; majority of proxy votes in favour of deal ... Dec 14 (Reuters) - Buy now pay later firm Afterpay Ltd (APT.AX)...,2021-12-13,https://www.reuters.com/markets/deals/afterpay-gets-shareholder-nod-block-inc-buyout-majority-proxy-votes-favour-deal-2021-12-13/,Reuters,https://audiospace-1-u9912847.deta.app/getnewspic?id=Utuikcgwq38N1X55JtUo1701422320.7286248,-0.013084068333333343
Fashion Nova and The company Announce New Partnership In ...,"Share this article ... NEW YORK, Sept. 23, 2021 /PRNewswire/ -- Afterpay (ASX:APT), the leader in ""Buy Now, Pay Later"" payments, today announced that it has...",2021-09-23,https://www.prnewswire.com/news-releases/fashion-nova-and-afterpay-announce-new-partnership-in-time-for-fall-shopping-301384181.html,PR Newswire,https://audiospace-1-u9912847.deta.app/getnewspic?id=Fw7rwkpXrk515wHS62wa1701422321.3650637,0.27821011933333334
